[ 남양주진건지구S-1BL공동주택건설공사 ],,,,,,,,,,,,,,,,
품      명,규      격,단위,내     역     서,,,,,,,,,비  고,,,,
파일항타(SIP+케이싱),Φ600*15000mm,본,214,"123,930","26,521,020","46,473","9,945,222","139,421","29,836,094","309,824","66,302,336",,,,,
파일항타(SIP+케이싱),Φ600*16000mm,본,"1,268","132,192","167,619,456","49,572","62,857,296","148,716","188,571,888","330,480","419,048,640",,,,,
파일항타(SIP+케이싱),Φ600*17000mm,본,,"140,454",-,"52,670",-,"158,010",-,"351,134",-,,,,,
파일항타(SIP+케이싱),Φ600*18000mm,본,383,"148,716","56,958,228","55,768","21,359,144","167,305","64,077,815","371,789","142,395,187",,,,,
파일항타(SIP+케이싱),Φ600*19000mm,본,,"156,978",-,"58,866",-,"176,600",-,"392,444",-,,,,,
파일이음/용접,"Φ600, 금구류 자재비 미포함",개소,1651,"10,800","17,830,800","4,050","6,686,550","12,150","20,059,650","27,000","44,577,000",,,,,
콘크리트말뚝 두부정리,D450mm,본,,"8,800",-,"5,060",-,"7,150",-,"21,010",-,,,,,
콘크리트말뚝 두부정리(원커팅),D600mm,본,"2,329","13,800","32,140,200","5,175","12,052,575","15,525","36,157,725","34,500","80,350,500",,,,,
"S.I.P 장비조립, 해체",,회,5,"4,455,000","22,275,000","1,485,000","7,425,000","3,960,000","19,800,000","9,900,000","49,500,000",,,,,
[ 합           계 ],,,,,"2,446,307,810",,"158,504,868",,"440,591,085",,"3,045,403,763",,,,,
010204  철근콘크리트공사,,,,,,,,,,,,,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-10, 지정장소도",톤,"6,066","816,250","4,951,618,191",-,-,-,-,"816,250","4,951,618,191",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD500), HD-13, 지정장소도",톤,"1,565","803,750","1,257,627,625",-,-,-,-,"803,750","1,257,627,625",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-16, 지정장소도",톤,391,"822,500","321,596,677",-,-,-,-,"822,500","321,596,677",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-19, 지정장소도",톤,400,"822,500","328,800,132",-,-,-,-,"822,500","328,800,132",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-22, 지정장소도",톤,210,"822,500","172,873,050",-,-,-,-,"822,500","172,873,050",,,,,
철근콘크리트용봉강,"철근콘크리트용봉강, 이형봉강(SD600), HD-25, 지정장소도",톤,124,"822,500","102,386,445",-,-,-,-,"822,500","102,386,445",,,,,
곡면판(59-A),"응력 분산 균열방지, W:220mm",개소,,"4,400",-,"1,000",-,-,-,"5,400",-,,,,,
곡면판(74-A),"응력 분산 균열방지, W:220mm",개소,,"4,400",-,"1,000",-,-,-,"5,400",-,,,,,
곡면판(84-A),"응력 분산 균열방지, W:220mm",개소,,"4,400",-,"1,000",-,-,-,"5,400",-,,,,,
곡면판(84-B),"응력 분산 균열방지, W:220mm",개소,,"4,400",-,"1,000",-,-,-,"5,400",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-08",M3,638,"60,950","38,886,100",-,-,-,-,"60,950","38,886,100",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-18-15",M3,"1,360","62,560","85,081,600",-,-,-,-,"62,560","85,081,600",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-21-15",M3,"66,791","68,904","4,602,167,064",-,-,-,-,"68,904","4,602,167,064",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-24-15",M3,"35,708","71,415","2,550,086,820",-,-,-,-,"71,415","2,550,086,820",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-27-15",M3,"27,601","74,520","2,056,826,520",-,-,-,-,"74,520","2,056,826,520",,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-30-15",M3,,"75,936",-,-,-,-,-,"75,936",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-35-15",M3,,"76,736",-,-,-,-,-,"76,736",-,,,,,
레미콘,"레미콘, 서울 및 경기 일부지역, 25-05-08",M3,,"58,800",-,-,-,-,-,"58,800",-,,,,,
레미콘(저탄소콘크리트),"레미콘, 서울 및 경기 일부지역, 25-21-15",M3,,"70,320",-,-,-,-,-,"70,320",-,,,,,
합판 거푸집 설치 및 해체,"3회 사용시, 0~7m까지",M2,"25,223","10,500","264,841,500","27,720","699,181,560",-,-,"38,220","964,023,060",,,,,
합판 거푸집 설치 및 해체,"4회 사용시, 0~7m까지",M2,"3,808","10,500","39,984,000","27,720","105,557,760",-,-,"38,220","145,541,760",,,,,
합판 거푸집 설치 및 해체 / 경사 슬래브,"3회 사용시, 0~7m까지",M2,76,"11,000","836,000","29,040","2,207,040",-,-,"40,040","3,043,040",,,,,
합판 거푸집 설치 및 해체 / 원형,"3회 사용시, 0~7m까지",M2,-,"11,000",-,"29,040",-,"2,200",-,"42,240",-,,,,,
패드 마구리폼,,M2,49,"11,550","565,950","27,720","1,358,280",-,-,"39,270","1,924,230",,,,,
유로폼 설치 및 해체,"벽, 0~7m까지",M2,"51,126","40,240","2,057,310,240",500,"25,563,000",-,-,"40,740","2,082,873,240",,,,,
"알루미늄폼 조립, 해체",슬라브,M2,"224,714","3,450","775,263,300","10,867","2,441,967,038",575,"129,210,550","14,892","3,346,440,888",,,,,
"알루미늄폼 조립, 해체",계단,M2,"35,943","3,450","124,003,350","10,867","390,592,581",575,"20,667,225","14,892","535,263,156",,,,,
GANG FORM,,㎡,"145,188","7,131","1,035,335,628","3,264","473,893,632",-,-,"10,395","1,509,229,260",,,,,
갱폼제작비,"H=3100,기타가설재포함",M,"2,033","418,000","849,794,000",-,-,-,-,"418,000","849,794,000",,,,,
"알루미늄폼 조립, 해체",벽,M2,"373,431","3,450","1,288,336,950","10,867","4,058,074,677",575,"214,722,825","14,892","5,561,134,452",,,,,
철근 공장 가공 및 현장 조립,보통(미할증),TON,"7,121","32,996","234,948,545","263,463","1,875,992,506","61,041","434,643,417","357,500","2,545,584,468",,,,,
무근콘크리트타설,슬럼프 5,M3,,-,-,"5,775",-,"4,620",-,"10,395",-,,,,,
무근콘크리트타설,슬럼프8-12,M3,"1,911",-,-,"5,775","11,036,025","4,620","8,828,820","10,395","19,864,845",,,,,
무근콘크리트타설,슬럼프 15,M3,"1,286",-,-,"5,775","7,426,650","4,620","5,941,320","10,395","13,367,970",,,,,
철근콘크리트타설,슬럼프 15,M3,"121,865",-,-,"5,775","703,770,375","4,620","563,016,300","10,395","1,266,786,675",,,,,
철근콘크리트타설(저탄소),슬럼프 15,M3,,-,-,"5,775",-,"4,620",-,"10,395",-,,,,,
EPS블럭,,M3,"2,471","9,000","22,239,000","1,800","4,447,800",-,-,"10,800","26,686,800",,,,,
섬유보강재,,M3,"1,286","4,180","5,375,480","1,100","1,414,600",-,-,"5,280","6,790,080",,,,,
면접기,,M,"3,184",-,-,"1,100","3,502,400",-,-,"1,100","3,502,400",,,,,
면접기+물끊기홈,,M,,"1,100",-,"2,200",-,-,-,"3,300",-,,,,,
■■■  신기술공법,,,,,,,,,,,-,,,,,
제진 댐퍼,현관,개소,,"578,000",-,"29,750",-,-,-,"607,750",-,,,,,
제진 댐퍼,CORE,개소,,"578,000",-,"29,750",-,-,-,"607,750",-,,,,,
[ 합           계 ],,,,,"23,166,784,167",,"10,805,985,924",,"1,377,030,457",,"35,349,800,548",,,,,
010205  철  골  공  사,,,,,,,,,,,,,,,,
H빔,"H빔, SS400, 200*200*8.0*12.0mm",TON,11,"992,640","10,921,025",-,-,-,-,"992,640","10,921,025",,,,,
일반구조용압연강판,"일반구조용압연강판, 9.0mm",TON,2,"992,640","1,508,812",-,-,-,-,"992,640","1,508,812",,,,,
일반구조용압연강판,"일반구조용압연강판, 12mm",TON,1,"992,640","525,106","2,585,000","1,367,465","206,800","109,397","3,784,440","2,001,968",,,,,
일반구조용압연강판,"일반구조용압연강판, 16mm",TON,1,"992,640","567,790","2,585,000","1,478,620","206,800","118,289","3,784,440","2,164,699",,,,,
일반구조용압연강판,"일반구조용압연강판, 19mm",TON,0,"992,640","241,211","2,585,000","628,155","206,800","50,252","3,784,440","919,618",,,,,
앵커볼트,"앵커볼트, M12*100mm",개,286,"4,683","1,339,338",-,-,-,-,"4,683","1,339,338",,,,,
앵커볼트,"앵커볼트, M16*150mm",개,109,"4,683","510,447",-,-,-,-,"4,683","510,447",,,,,
앵커볼트,"앵커볼트, M20*480mm",개,109,"4,683","510,447",-,-,-,-,"4,683","510,447",,,,,
고장력볼트,"고장력볼트, F10T, M20*50mm",조,214,672,"143,808",-,-,-,-,672,"143,808",,,,,
고장력볼트,"고장력볼트, F10T, M20*60mm",조,214,702,"150,228",-,-,-,-,702,"150,228",,,,,
고장력볼트,"고장력볼트, F10T, M20*65mm",조,643,878,"564,554","2,585","1,662,155",517,"332,431","3,980","2,559,140",,,,,
원형강관,D216.3*6T,TON,5,"992,640","5,287,793",-,-,-,-,"992,640","5,287,793",,,,,
일반구조용각형강관,"일반구조용각형강관, 각형강관, 125*75*3.2mm",M,362,"4,756","1,721,672",-,-,-,-,"4,756","1,721,672",,,,,
트럭크레인(15톤),소규모 - 일 처리능력 10톤,일,2,-,-,-,-,"723,800","1,447,600","723,800","1,447,600",,,,,
앵커볼트 설치,D=12mm (L=100),개소,272,,-,"6,204","1,687,488","1,034","281,248","7,238","1,968,736",,,,,
앵커볼트 설치,D=16mm,개소,104,,-,"6,204","645,216","1,034","107,536","7,238","752,752",,,,,
앵커볼트 설치,D=20mm (L=480),개소,104,,-,"6,204","645,216","1,034","107,536","7,238","752,752",,,,,
철골가공조립,"ROLL, 30ton 미만",TON,21,-,-,"496,320","10,542,829",-,-,"496,320","10,542,829",,,,,
고장력볼트 본조입,20본/t 미만,TON,21,-,-,"53,768","1,142,139",-,-,"53,768","1,142,139",,,,,
철골세우기,저층,TON,21,-,-,"449,790","9,554,439",-,-,"449,790","9,554,439",,,,,
기둥밑무수축고름모르타르,무수축그라우트,M3,0,"827,200","230,788","3,619,000","1,009,701",-,-,"4,446,200","1,240,489",,,,,
EMB접합-내역제외,"H빔, SS400, 200*200*8.0*12.0mm",EA,68,,-,,-,,-,-,-,,,,,
MOM접합-내역제외,"H빔, SS400, 200*200*8.0*12.0mm",EA,136,,-,,-,,-,-,-,,,,,
PIN접합-내역제외,"H빔, SS400, 200*200*8.0*12.0mm",EA,68,,-,,-,,-,-,-,,,,,
[ 합           계 ],,,,,"24,223,019",,"30,363,423",,"2,554,289",,"57,140,731",,,,,
010206  조  적  공  사,,,,,,,,,,,,,,,,
콘크리트벽돌,"190*57*90mm, C종2급",매,"10,552,918",49,"517,092,997",-,-,-,-,49,"517,092,997",,,,,
홈벽돌A,190*57*90mm,매,"60,867",209,"12,721,203",-,-,-,-,209,"12,721,203",,,,,
속빈시멘트블록,150×190×390mm,매,"75,007",678,"50,854,746",-,-,-,-,678,"50,854,746",,,,,
속빈시멘트블록,200×190×390mm,매,,836,-,-,-,-,-,836,-,,,,,
시멘트벽돌(0.5B 쌓기),리프트 운반,M2,"118,354",-,-,"11,755","1,391,251,270",-,-,"11,755","1,391,251,270",,,,,
시멘트벽돌(0.5B 옆세워쌓기),리프트 운반,M2,"1,028",-,-,"11,755","12,084,140",-,-,"11,755","12,084,140",,,,,
시멘트벽돌(1.0B 쌓기),1층 소운반,M2,112,-,-,"23,512","2,633,344",-,-,"23,512","2,633,344",,,,,
시멘트벽돌(1.0B 쌓기),리프트 운반,M2,"7,413",-,-,"23,512","174,303,814",-,-,"23,512","174,303,814",,,,,
홈벽돌(0.5B 쌓기),리프트 운반,M2,773,-,-,"15,675","12,116,775",-,-,"15,675","12,116,775",,,,,
6인치 블록 보강 쌓기(사춤 1종),150*190*390(블록 제외),M2,714,-,-,"24,453","17,459,442",-,-,"24,453","17,459,442",,,,,
6인치 블록 보강 쌓기(사춤 1종)/일면치장,150*190*390(블록 제외),M2,"3,309",-,-,"25,630","84,809,670",-,-,"25,630","84,809,670",,,,,
6인치 블록 보강 쌓기(사춤 1종)/양면치장,150*190*390(블록 제외),M2,"1,747",-,-,"26,807","46,831,829",-,-,"26,807","46,831,829",,,,,
8인치 블록 보강 쌓기(사춤 1종),190*190*390(블록 제외),M2,,-,-,"29,887",-,-,-,"29,887",-,,,,,
경량기포 콘크리트(ALC) 패넬설치,"내벽, 100mm",M2,,"18,425",-,"11,968",-,770,-,"31,163",-,,,,,
경량기포 콘크리트(ALC) 패넬설치,"내벽, 75mm",M2,"8,277","17,085","141,419,346","11,968","99,063,900",770,"6,373,596","29,823","246,856,842",,,,,
철근콘크리트인방,100*100,M,"8,907","5,225","46,539,075","3,135","27,923,445",-,-,"8,360","74,462,520",,,,,
철근콘크리트인방,200*200,M,"2,175","10,450","22,728,750","3,135","6,818,625",-,-,"13,585","29,547,375",,,,,
콘크리트인방설치 - 6,150*250,M,242,"10,450","2,528,900","3,135","758,670",-,-,"13,585","3,287,570",,,,,
콘크리트인방설치 - 8,190*250,M,,"10,450",-,"3,135",-,-,-,"13,585",-,,,,,
콘크리트방수턱,150*150,M,"1,346","2,200","2,961,200","3,300","4,441,800",-,-,"5,500","7,403,000",,,,,
콘크리트방수턱,200*150,M,80,"2,933","234,640","4,400","352,000",-,-,"7,333","586,640",,,,,
콘크리트방수턱(기준층),W100*H70,M,,"1,100",-,"2,200",-,-,-,"3,300",-,,,,,
콘크리트방수턱(기준층),W100*H110,M,,"2,200",-,"2,200",-,-,-,"4,400",-,,,,,
콘크리트방수턱(최하층),W100*H150,M,,"2,200",-,"2,200",-,-,-,"4,400",-,,,,,
콘크리트방수턱(ELEV.홀),W200*H150,M,,"2,200",-,"2,200",-,-,-,"4,400",-,,,,,
홈벽돌배관주위몰탈채우기,,M,"4,347",-,-,"3,135","13,627,845",-,-,"3,135","13,627,845",,,,,
[ 합           계 ],,,,,"797,080,857",,"1,894,476,569",,"6,373,596",,"2,697,931,022",,,,,
010207  석    공    사,,,,,,,,,,,,,,,,
화강석 /내부(계단),"바닥, 물갈기, 30mm",M2,523,"33,088","17,305,024","20,680","10,815,640",-,-,"53,768","28,120,664",,,,,
화강석 C(55)/내부,"바닥, 물갈기, 30mm",M2,"1,458","33,088","48,242,304","20,680","30,151,440",-,-,"53,768","78,393,744",,,,,
화강석 D(27)/외부,"바닥, 버너구이, 30mm",M2,"1,154","24,816","28,637,664","20,680","23,864,720",-,-,"45,496","52,502,384",,,,,
화강석 C(26)/내부벽,"ELEV주위, 물갈기, 30mm",M2,74,"33,088","2,448,512","20,680","1,530,320",-,-,"53,768","3,978,832",,,,,
화강석 A(12)/외벽,"노원홍 물갈기,30mm",M2,"13,568","27,918","378,791,424",,-,-,-,"27,918","378,791,424",,,,,
화강석 A(14)/외벽,"고홍석 물갈기,30mm",M2,62,"27,918","1,730,916",,-,-,-,"27,918","1,730,916",,,,,
화강석 고흥석,"ELEV주위, 물갈기, 30mm",M2,744,"35,000","26,040,000",,-,-,-,"35,000","26,040,000",,,,,
화강석 바닥판깔기(시공비),바탕20,M2,895,-,-,"20,971","18,769,045","1,534","1,372,930","22,505","20,141,975",,,,,
화강석 바닥판깔기(시공비),바탕30,M2,"1,958",-,-,"20,971","41,061,218","1,534","3,003,572","22,505","44,064,790",,,,,
화강석 바닥판깔기/디딤판(시공비),바탕20,M2,160,-,-,"20,971","3,355,360","1,534","245,440","22,505","3,600,800",,,,,
화강석 바닥판깔기/챌판(시공비),바탕20,M2,123,-,-,"20,971","2,579,433","1,534","188,682","22,505","2,768,115",,,,,
"테라죠판붙임(습식, 일반)/ELEV.홀","바닥, 600*600*25mm, 모르타르 25mm",M2,"13,840","12,270","169,816,800","14,404","199,351,360",533,"7,376,720","27,207","376,544,880",,,,,
"테라죠판붙임(습식, 일반)","바닥, 400*400*25mm, 모르타르 25mm",M2,359,"12,270","4,404,930","14,404","5,171,036",533,"191,347","27,207","9,767,313",,,,,
"테라죠판붙임(습식, 일반)","바닥, 400*400*25mm, 모르타르 75mm",M2,56,"12,270","687,120","14,404","806,624",533,"29,848","27,207","1,523,592",,,,,
"테라죠판붙임(습식, 일반)/계단","바닥, 400*400*25mm, 모르타르 25mm",M2,"10,498","22,407","235,228,686","14,404","151,213,192",533,"5,595,434","37,344","392,037,312",,,,,
"테라죠판붙임(습식, 일반)/계단","챌판, 400*400*25mm, 모르타르 25mm",M2,"2,888","22,407","64,711,416","14,404","41,598,752",533,"1,539,304","37,344","107,849,472",,,,,
석재벽체시공비(t=30mm),"벽,건식(스텐앙카,코킹포함)",M2,"13,809","10,230","141,266,070","31,201","430,854,609","2,557","35,309,613","43,988","607,430,292",,,,,
석재벽체시공비,"벽/TRUSS,코킹포함",M2,638,"34,782","22,190,916","59,845","38,181,110","4,603","2,936,714","99,230","63,308,740",,,,,
"강화석재마루굽틀/59,74","W=300*20mm,한석,캄파냐 H004",M,984,"29,900","29,421,600","26,000","25,584,000","2,600","2,558,400","58,500","57,564,000",,,,,
"강화석재마루굽틀/59,74","W=191*20mm,한석,캄파냐 H004",M,175,"29,900","5,232,500","26,000","4,550,000","2,600","455,000","58,500","10,237,500",,,,,
"강화석재마루굽틀/84A,84B","W=300*20mm,한석,코린토스 H012",M,"1,012","29,900","30,258,800","26,000","26,312,000","2,600","2,631,200","58,500","59,202,000",,,,,
"강화석재마루굽틀/84A,84B","W=191*20mm,한석,코린토스 H012",M,178,"29,900","5,322,200","26,000","4,628,000","2,600","462,800","58,500","10,413,000",,,,,
"강화석재마루굽틀/84A,84B","W=115*20mm,한석,코린토스 H012",M,653,"29,900","19,524,700","26,000","16,978,000","2,600","1,697,800","58,500","38,200,500",,,,,
"강화석재걸레받이/59,74","H=80*20mm,한석,캄파냐 H004",M,"2,962","13,000","38,506,000","10,400","30,804,800","1,300","3,850,600","24,700","73,161,400",,,,,
"강화석재걸레받이/59,74","H=60*20mm,한석,캄파냐 H004",M,"1,159","13,000","15,067,000","10,400","12,053,600","1,300","1,506,700","24,700","28,627,300",,,,,
"강화석재걸레받이/84A,84B","H=80*20mm,한석,코린토스 H012",M,"3,261","13,000","42,393,000","10,400","33,914,400","1,300","4,239,300","24,700","80,546,700",,,,,
"강화석재걸레받이/84A,84B","H=60*20mm,한석,코린토스 H012",M,"1,191","13,000","15,483,000","10,400","12,386,400","1,300","1,548,300","24,700","29,417,700",,,,,
"인조대리석재료분리대(욕실도어)/59,74,84A,84B","W70*H70,하이스톤",M,"2,528","16,500","41,712,000","8,800","22,246,400","1,100","2,780,800","26,400","66,739,200",,,,,
"인조대리석재료분리대(욕실단차)/59,74,84A,84B","W30*H40,그라니스톤",M,"2,197","16,500","36,250,500","8,800","19,333,600","1,100","2,416,700","26,400","58,000,800",,,,,
"인조대리석재료분리대(발코니도어)/59,74,84A,84B","W45*H90,그라니스톤",M,"1,517","16,500","25,030,500","8,800","13,349,600","1,100","1,668,700","26,400","40,048,800",,,,,
"인조대리석재료분리대(발코니단차)/59,74,84A,84B","W50*H60,그라니스톤",M,"2,107","16,500","34,765,500","8,800","18,541,600","1,100","2,317,700","26,400","55,624,800",,,,,
"강화대리석젠다이/59,74,84A,84B","W=130*40mm,몰탈,코킹별도,한석,풀리아 H005",M,"2,434","22,000","53,548,000","8,800","21,419,200","1,100","2,677,400","31,900","77,644,600",,,,,
"강화대리석젠다이/59,74,84A,84B","W=130*40mm,틀포함,코킹별도,한석,풀리아 H005",M,"2,422","22,000","53,284,000","8,800","21,313,600","1,100","2,664,200","31,900","77,261,800",,,,,
화강석 창대석(건식),W105*30mm,M,7,"22,000","154,000","8,800","61,600","1,100","7,700","31,900","223,300",,,,,
화강석 A/몰딩석 1(피로티),"고흥석 물갈기, 50*50mm",M,,"3,069",-,"11,000",-,"2,557",-,"16,626",-,,,,,
화강석 A/몰딩석 2(피로티),"고흥석 물갈기, 100*100mm",M,,"9,718",-,"16,500",-,"3,069",-,"29,287",-,,,,,
화강석 B,"황가진주 물갈기, 15mm",M2,,"41,800",-,-,-,-,-,"41,800",-,,,,,
화강석 B,"황가진주 물갈기, 30mm",M2,,"46,853",-,-,-,"3,069",-,"49,922",-,,,,,
화강석 B,"황가진주 물갈기(줄다듬), 30mm",M2,,"46,853",-,-,-,"15,345",-,"62,198",-,,,,,
화강석 B,"황가진주 물갈기, 25mm",M2,,"45,012",-,-,-,"1,023",-,"46,035",-,,,,,
화강석 C,"노원홍 물갈기, 30mm",M2,,"24,040",-,-,-,"3,069",-,"27,109",-,,,,,
화강석 D,"포천석 물갈기, 15mm",M2,,"21,994",-,-,-,"1,023",-,"23,017",-,,,,,
화강석 D,"포천석 물갈기, 25mm",M2,,"23,529",-,-,-,"1,023",-,"24,552",-,,,,,
화강석 D,"포천석 물갈기, 30mm",M2,,"24,552",-,-,-,"3,069",-,"27,621",-,,,,,
화강석 D/두겁석(주출입구),"포천석 물갈기, 30mm, W350",M,,"8,695",-,"22,000",-,"3,069",-,"33,764",-,,,,,
화강석 E,"황가진주 버너구이, 30mm",M2,,"46,853",-,-,-,"3,069",-,"49,922",-,,,,,
화강석 E,"황가진주 버너구이(줄다듬), 30mm",M2,,"46,853",-,-,-,"15,345",-,"62,198",-,,,,,
화강석 F,"포천석 버너구이, 30mm",M2,,"24,552",-,-,-,"1,023",-,"25,575",-,,,,,
화강석 F/챌판(주출입구),"포천석 버너구이, 30mm",M2,,"24,552",-,-,-,"1,023",-,"25,575",-,,,,,
화강석 F/디딤판(주출입구),"포천석 버너구이, 30mm",M2,,"24,552",-,-,-,"1,023",-,"25,575",-,,,,,
화강석/내부,"바닥, 물갈기+버너구이, 25mm",M2,,"33,088",-,"20,680",-,-,-,"53,768",-,,,,,
화강석/내부,"바닥, 물갈기, 25mm",M2,,"33,088",-,"20,680",-,-,-,"53,768",-,,,,,
화강석/외부,"바닥, 30mm",M2,,"24,816",-,"20,680",-,-,-,"45,496",-,,,,,
화강석/외부,"바닥, 물갈기+버너구이, 30mm",M2,,"24,816",-,"20,680",-,-,-,"45,496",-,,,,,
화강석/외벽,"600*300 or 600*600,30mm",M2,,"27,918",-,-,-,-,-,"27,918",-,,,,,
